"编号","区","性质","办园类型","办园等级","幼儿园","片区","园区/分园","地址","高德POI名称","高德POI地址","高德经纬度","距西岸网易研发中心","高德搜索链接","联系电话","托班计划","小班计划","对口居委/招生范围","招生类型","置信度","备注","主要来源"
"PD63","浦东","公办","公办","示范园","上海市浦东新区浦南幼儿园","浦东/待归类","上海市浦东新区浦南幼儿园东城校区","上海市浦东新区东绣路568号","浦南幼儿园(东绣路)","东绣路568号(近浦建路)","121.535603,31.206847","高德直线约 9.20 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%A6%E5%8D%97%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%A6%E5%8D%97%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%B8%9C%E5%9F%8E%E6%A0%A1%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%9C%E7%BB%A3%E8%B7%AF568%E5%8F%B7","58754690","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD64","浦东","公办","公办","示范园","上海市浦东新区浦南幼儿园","浦东/待归类","上海市浦东新区浦南幼儿园锦和校区","上海市浦东新区东绣路1260号","浦南幼儿园(锦和校区)","东绣路1260号(近东建路)","121.533225,31.200242","高德直线约 8.58 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%A6%E5%8D%97%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%A6%E5%8D%97%E5%B9%BC%E5%84%BF%E5%9B%AD%E9%94%A6%E5%92%8C%E6%A0%A1%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%9C%E7%BB%A3%E8%B7%AF1260%E5%8F%B7","50878020","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD65","浦东","公办","公办","示范园","上海市浦东新区浦南幼儿园","浦东/待归类","上海市浦东新区浦南幼儿园潍坊校区","上海市浦东新区王家宅62号","浦南幼儿园(浦电路)","浦电路149弄潍坊一村王家宅62号(南泉路浦电路)","121.522420,31.217734","高德直线约 9.11 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%A6%E5%8D%97%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%A6%E5%8D%97%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%BD%8D%E5%9D%8A%E6%A0%A1%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%8E%8B%E5%AE%B6%E5%AE%8562%E5%8F%B7","58301462","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD66","浦东","公办","公办","示范园","上海市浦东新区浦南幼儿园","浦东/待归类","上海市浦东新区浦南幼儿园陆家嘴校区","上海市浦东新区灵山路609号","高德地址坐标（非POI精确匹配）","上海市浦东新区灵山路609号","121.542945,31.228995","高德直线约 11.36 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%A6%E5%8D%97%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%B5%A6%E5%8D%97%E5%B9%BC%E5%84%BF%E5%9B%AD%E9%99%86%E5%AE%B6%E5%98%B4%E6%A0%A1%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%81%B5%E5%B1%B1%E8%B7%AF609%E5%8F%B7","68552471","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD67","浦东","公办","公办","示范园","上海市浦东新区金童幼儿园","浦东/金杨","上海市浦东新区金童幼儿园云山部","上海市浦东新区金杨路273弄25号","高德地址坐标（非POI精确匹配）","上海市浦东新区金杨路273弄25号","121.575028,31.248230","高德直线约 15.04 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%87%91%E7%AB%A5%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%87%91%E7%AB%A5%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%BA%91%E5%B1%B1%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%87%91%E6%9D%A8%E8%B7%AF273%E5%BC%8425%E5%8F%B7","50704016","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD68","浦东","公办","公办","示范园","上海市浦东新区金童幼儿园","浦东/待归类","上海市浦东新区金童幼儿园明月部","上海市浦东新区明月路1053号","高德地址坐标（非POI精确匹配）","上海市浦东新区明月路1053号","121.593318,31.239467","高德直线约 15.77 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%87%91%E7%AB%A5%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%87%91%E7%AB%A5%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%98%8E%E6%9C%88%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%98%8E%E6%9C%88%E8%B7%AF1053%E5%8F%B7","50110879","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD69","浦东","公办","公办","示范园","上海市浦东新区金童幼儿园","浦东/待归类","上海市浦东新区金童幼儿园东波部","上海市浦东新区东波路567号","金童幼儿园(东波部)","东波路567号","121.587149,31.284166","高德直线约 18.72 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%87%91%E7%AB%A5%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%87%91%E7%AB%A5%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%B8%9C%E6%B3%A2%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%9C%E6%B3%A2%E8%B7%AF567%E5%8F%B7","50693943","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD70","浦东","公办","公办","示范园","上海市浦东新区金童幼儿园","浦东/金杨","上海市浦东新区金童幼儿园金桥部","上海市浦东新区金杨路757弄34号","高德地址坐标（非POI精确匹配）","上海市浦东新区金杨路757弄34号","121.581280,31.253034","高德直线约 15.84 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%87%91%E7%AB%A5%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%87%91%E7%AB%A5%E5%B9%BC%E5%84%BF%E5%9B%AD%E9%87%91%E6%A1%A5%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%87%91%E6%9D%A8%E8%B7%AF757%E5%BC%8434%E5%8F%B7","50711883","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD71","浦东","公办","公办","示范园","上海市浦东新区张江经典幼儿园","浦东/张江","上海市浦东新区张江经典幼儿园经典部","上海市浦东新区香楠路428弄1-7号","张江经典幼儿园(香楠路)","香楠路428弄1-7号","121.615105,31.211907","高德直线约 16.08 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BC%A0%E6%B1%9F%E7%BB%8F%E5%85%B8%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BC%A0%E6%B1%9F%E7%BB%8F%E5%85%B8%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%BB%8F%E5%85%B8%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%A6%99%E6%A5%A0%E8%B7%AF428%E5%BC%841-7%E5%8F%B7","61044509","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD72","浦东","公办","公办","示范园","上海市浦东新区张江经典幼儿园","浦东/张江","上海市浦东新区张江经典幼儿园古桐部","上海市浦东新区建中路466号","张江经典幼儿园(古桐部)","建中路466号","121.609500,31.200518","高德直线约 15.14 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BC%A0%E6%B1%9F%E7%BB%8F%E5%85%B8%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BC%A0%E6%B1%9F%E7%BB%8F%E5%85%B8%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%8F%A4%E6%A1%90%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BB%BA%E4%B8%AD%E8%B7%AF466%E5%8F%B7","58554428","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD73","浦东","公办","公办","示范园","上海市浦东新区张江经典幼儿园","浦东/张江","上海市浦东新区张江经典幼儿园晨晖部","上海市浦东新区晨晖路665号","张江经典幼儿园","晨晖路665号经典幼儿园","121.593834,31.200334","高德直线约 13.73 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BC%A0%E6%B1%9F%E7%BB%8F%E5%85%B8%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BC%A0%E6%B1%9F%E7%BB%8F%E5%85%B8%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%99%A8%E6%99%96%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%99%A8%E6%99%96%E8%B7%AF665%E5%8F%B7","50930890","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD74","浦东","公办","公办","示范园","上海市浦东新区张江经典幼儿园","浦东/张江","上海市浦东新区张江经典幼儿园盛夏部","上海市浦东新区秋月路89号","张江经典幼儿园(秋月路)","秋月路89号","121.628135,31.204457","高德直线约 16.95 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BC%A0%E6%B1%9F%E7%BB%8F%E5%85%B8%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BC%A0%E6%B1%9F%E7%BB%8F%E5%85%B8%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%9B%9B%E5%A4%8F%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E7%A7%8B%E6%9C%88%E8%B7%AF89%E5%8F%B7","50497693","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD75","浦东","公办","公办","示范园","上海市浦东新区天虹幼儿园","浦东/待归类","上海市浦东新区天虹幼儿园东靖部","上海市浦东新区东靖路345号","高德地址坐标（非POI精确匹配）","上海市浦东新区东靖路345号","121.579908,31.292198","高德直线约 18.98 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%A4%A9%E8%99%B9%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%A4%A9%E8%99%B9%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%B8%9C%E9%9D%96%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%B8%9C%E9%9D%96%E8%B7%AF345%E5%8F%B7","33822660","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD76","浦东","公办","公办","示范园","上海市浦东新区天虹幼儿园","浦东/待归类","上海市浦东新区天虹幼儿园思学部","上海市浦东新区思学路85号","高德地址坐标（非POI精确匹配）","上海市浦东新区思学路85号","121.580212,31.298676","高德直线约 19.58 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%A4%A9%E8%99%B9%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%A4%A9%E8%99%B9%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%80%9D%E5%AD%A6%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%80%9D%E5%AD%A6%E8%B7%AF85%E5%8F%B7","58993856","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD77","浦东","公办","公办","示范园","上海市浦东新区云台幼儿园","浦东/待归类","上海市浦东新区云台幼儿园云台部","上海市浦东新区昌里东路190弄9号","云台幼儿园(云天部)","昌里东路320弄33号","121.511149,31.176245","高德直线约 5.43 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%BA%91%E5%8F%B0%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%BA%91%E5%8F%B0%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%BA%91%E5%8F%B0%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%98%8C%E9%87%8C%E4%B8%9C%E8%B7%AF190%E5%BC%849%E5%8F%B7","50778189","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD78","浦东","公办","公办","示范园","上海市浦东新区云台幼儿园","浦东/待归类","上海市浦东新区云台幼儿园云天部","上海市浦东新区昌里东路320弄33号","云台幼儿园(云天部)","昌里东路320弄33号","121.511149,31.176245","高德直线约 5.43 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%BA%91%E5%8F%B0%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%BA%91%E5%8F%B0%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%BA%91%E5%A4%A9%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E6%98%8C%E9%87%8C%E4%B8%9C%E8%B7%AF320%E5%BC%8433%E5%8F%B7","50774065","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD79","浦东","公办","公办","示范园","上海市浦东新区云台幼儿园","浦东/待归类","上海市浦东新区云台幼儿园云海部","上海市浦东新区华绣路67号","云台幼儿园(华绣路)","华绣路67号","121.524365,31.184121","高德直线约 6.94 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%BA%91%E5%8F%B0%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E4%BA%91%E5%8F%B0%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%BA%91%E6%B5%B7%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%8D%8E%E7%BB%A3%E8%B7%AF67%E5%8F%B7","50132808","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD80","浦东","公办","公办","示范园","上海市浦东新区锦绣博文幼儿园","浦东/待归类","上海市浦东新区锦绣博文幼儿园锦绣部","上海市浦东新区锦绣路2760号","锦绣博文幼儿园","锦绣路2760号(锦绣路地铁站4号口步行140米)","121.538815,31.189297","高德直线约 8.43 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%94%A6%E7%BB%A3%E5%8D%9A%E6%96%87%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%94%A6%E7%BB%A3%E5%8D%9A%E6%96%87%E5%B9%BC%E5%84%BF%E5%9B%AD%E9%94%A6%E7%BB%A3%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%94%A6%E7%BB%A3%E8%B7%AF2760%E5%8F%B7","50121790","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
"PD81","浦东","公办","公办","示范园","上海市浦东新区锦绣博文幼儿园","浦东/待归类","上海市浦东新区锦绣博文幼儿园康泽部","上海市浦东新区康泽路322号","锦绣博文幼儿园(康泽部)","康泽路322号","121.555967,31.114924","高德直线约 10.32 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%94%A6%E7%BB%A3%E5%8D%9A%E6%96%87%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E9%94%A6%E7%BB%A3%E5%8D%9A%E6%96%87%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%BA%B7%E6%B3%BD%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E6%B5%A6%E4%B8%9C%E6%96%B0%E5%8C%BA%E5%BA%B7%E6%B3%BD%E8%B7%AF322%E5%8F%B7","20977951","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","公开名单采集；招生条件、收费和实际入读园区需电话确认。","上海本地宝《浦东新区幼儿园名单+电话查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284151.shtm"
